"Section","Card Name","Score","Support","Deck Frequency","Vector Score","Synergy","EDHREC","Mana Curve","Quality","Roles","Reason","Algorithm"
"add","Legolas Greenleaf","1455","0.6064","1.0","0.7804","0.64","0.4","1.0","0.5535","card_draw|etb_synergy|counter_synergy|tribal_synergy","Rôles utiles pour la stratégie : card_draw, etb_synergy | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Synergise avec les ETB : etb_synergy | Mana value cohérente (3.0)","v3"
"add","Elvish Harbinger","1455","0.7232","1.0","0.7749","0.49","0.4","1.0","0.6178","ramp|etb_synergy|tribal_synergy|tutor","Rôles utiles pour la stratégie : tutor, etb_synergy, ramp | Bonne présence dans les decklists similaires | Synergise avec les ETB : etb_synergy | Mana value cohérente (3.0)","v3"
"add","Felidar Retreat","1452","0.4772","1.0","0.7937","0.57","0.85","0.8","0.73","etb_synergy|token_generation|counter_synergy|landfall|enchantment_synergy","Rôles utiles pour la stratégie : token_generation, etb_synergy | Bonne synergie avec le texte du commandant | Synergise avec les ETB : token_generation, etb_synergy | Très bien classé EDHREC (rank 482) | Mana value cohérente (4.0)","v3"
"remove","Mutable Explorer","","","","","","","","","","Présent dans 0 deck(s) des decklists similaires","v3"
"remove","Jwari Disruption","","0.0039","0.0039","","","","","","","Présent dans 0.4% des decklists similaires","v3"
"remove","Nyxbloom Ancient","","0.0084","0.0084","","","","","","","Présent dans 0.8% des decklists similaires","v3"
"remove","Emeria's Call","","0.0097","0.0097","","","","","","","Présent dans 1.0% des decklists similaires","v3"
"remove","Azusa, Lost but Seeking","","0.0132","0.0132","","","","","","","Présent dans 1.3% des decklists similaires","v3"
"remove","Turntimber Symbiosis","","0.0171","0.0171","","","","","","","Présent dans 1.7% des decklists similaires","v3"
"remove","Defense of the Heart","","0.0281","0.0281","","","","","","","Présent dans 2.8% des decklists similaires","v3"
"remove","Llanowar Loamspeaker","","0.0306","0.0306","","","","","","","Présent dans 3.1% des decklists similaires","v3"
"remove","Dwynen's Elite","","0.031","0.031","","","","","","","Présent dans 3.1% des decklists similaires","v3"
"remove","Bane of Progress","","0.0361","0.0361","","","","","","","Présent dans 3.6% des decklists similaires","v3"
"remove","Jaheira, Friend of the Forest","","0.0364","0.0364","","","","","","","Présent dans 3.6% des decklists similaires","v3"
"remove","Botanical Sanctum","","0.0439","0.0439","","","","","","","Présent dans 4.4% des decklists similaires","v3"
"remove","Razorverge Thicket","","0.0522","0.0522","","","","","","","Présent dans 5.2% des decklists similaires","v3"
"remove","Prismatic Vista","","0.0529","0.0529","","","","","","","Présent dans 5.3% des decklists similaires","v3"
"remove","Oko, Thief of Crowns","","0.0564","0.0564","","","","","","","Présent dans 5.6% des decklists similaires","v3"
"remove","Fauna Shaman","","0.0574","0.0574","","","","","","","Présent dans 5.7% des decklists similaires","v3"
"remove","Eiganjo, Seat of the Empire","","0.0619","0.0619","","","","","","","Présent dans 6.2% des decklists similaires","v3"
"remove","Meticulous Archive","","0.0622","0.0622","","","","","","","Présent dans 6.2% des decklists similaires","v3"
"remove","Yeva, Nature's Herald","","0.0635","0.0635","","","","","","","Présent dans 6.3% des decklists similaires","v3"
"remove","Lae'zel, Vlaakith's Champion","","0.0655","0.0655","","","","","","","Présent dans 6.6% des decklists similaires","v3"
